institute,date,election,sample_size,election_date,days_to_election,cdu,spd,fdp,gru,lin,afd,oth
forsa,2008-09-24,2009.0,2503.0,2009-09-27,368.0,36.0,25.0,11.0,9.0,14.0,,5.0
forsa,2008-10-29,2009.0,2503.0,2009-09-27,333.0,36.0,24.0,13.0,8.0,13.0,,6.0
forsa,2008-12-22,2009.0,2503.0,2009-09-27,279.0,37.0,24.0,12.0,10.0,12.0,,5.0
infratest_dimap,2007-12-06,2009.0,1500.0,2009-09-27,661.0,40.0,28.0,9.0,9.0,11.0,,3.0
emnid,2006-09-06,2009.0,4599.0,2009-09-27,1117.0,31.0,30.0,12.0,10.0,11.0,,6.0
emnid,2007-12-04,2009.0,4600.0,2009-09-27,663.0,37.0,27.0,10.0,10.0,12.0,,4.0
emnid,2008-11-26,2009.0,4606.0,2009-09-27,305.0,34.0,24.0,13.0,11.0,14.0,,4.0
emnid,2008-04-02,2009.0,4610.0,2009-09-27,543.0,36.0,26.0,11.0,11.0,13.0,,3.0
emnid,2008-02-05,2009.0,4612.0,2009-09-27,600.0,35.0,30.0,10.0,9.0,13.0,,3.0
emnid,2008-11-19,2009.0,4615.0,2009-09-27,312.0,35.0,25.0,12.0,10.0,14.0,,4.0
emnid,2006-10-11,2009.0,4616.0,2009-09-27,1082.0,29.0,31.0,14.0,11.0,10.0,,5.0
emnid,2007-04-24,2009.0,4628.0,2009-09-27,887.0,37.0,29.0,10.0,9.0,11.0,,4.0
emnid,2007-02-27,2009.0,4631.0,2009-09-27,943.0,33.0,29.0,11.0,11.0,10.0,,6.0
emnid,2007-01-03,2009.0,1387.0,2009-09-27,998.0,33.0,29.0,11.0,11.0,10.0,,6.0
emnid,2005-11-03,2009.0,1400.0,2009-09-27,1424.0,34.0,31.0,11.0,9.0,11.0,,4.0
fgruppe_wahlen,2009-04-24,2009.0,1445.0,2009-09-27,156.0,37.0,26.0,14.0,9.0,10.0,,4.0
infratest_dimap,2005-09-22,2009.0,1500.0,2009-09-27,1466.0,35.0,34.0,10.0,8.0,9.0,,4.0
infratest_dimap,2006-06-01,2009.0,1500.0,2009-09-27,1214.0,37.0,30.0,10.0,10.0,9.0,,4.0
infratest_dimap,2006-07-06,2009.0,1500.0,2009-09-27,1179.0,35.0,29.0,12.0,10.0,10.0,,4.0
infratest_dimap,2006-08-03,2009.0,1500.0,2009-09-27,1151.0,35.0,29.0,12.0,10.0,9.0,,5.0
infratest_dimap,2006-09-07,2009.0,1500.0,2009-09-27,1116.0,34.0,28.0,14.0,10.0,9.0,,5.0
fgruppe_wahlen,2009-06-12,2009.0,1343.0,2009-09-27,107.0,37.0,25.0,13.0,11.0,8.0,,6.0
fgruppe_wahlen,2009-05-08,2009.0,1343.0,2009-09-27,142.0,37.0,27.0,13.0,9.0,10.0,,4.0
allensbach,2006-09-20,2009.0,2000.0,2009-09-27,1103.0,35.8,28.8,11.3,10.9,9.9,,3.299999999999997
allensbach,2006-10-17,2009.0,2000.0,2009-09-27,1076.0,31.6,30.4,12.8,11.0,9.3,,4.900000000000006
fgruppe_wahlen,2008-09-12,2009.0,1250.0,2009-09-27,380.0,40.0,26.0,9.0,9.0,11.0,,5.0
gms,2009-08-24,2009.0,1004.0,2009-09-27,34.0,37.0,23.0,13.0,13.0,9.0,,5.0
allensbach,2009-01-27,2009.0,2000.0,2009-09-27,243.0,36.099998474121094,26.9,12.1,9.6,11.5,,3.8000011444091797
allensbach,2009-03-24,2009.0,2000.0,2009-09-27,187.0,34.79999923706055,26.1,14.5,10.5,10.0,,4.099999999999994
allensbach,2009-06-16,2009.0,2000.0,2009-09-27,103.0,36.0,24.5,14.5,11.5,9.5,,4.0
forsa,2008-03-26,2009.0,2000.0,2009-09-27,550.0,38.0,22.0,11.0,11.0,14.0,,4.0
forsa,2009-04-15,2009.0,2000.0,2009-09-27,165.0,35.0,24.0,16.0,10.0,11.0,,4.0
allensbach,2007-04-17,2009.0,,2009-09-27,894.0,36.7,30.7,11.5,8.4,10.4,,2.299999999999997
allensbach,2007-05-16,2009.0,,2009-09-27,865.0,36.4,29.7,12.5,8.6,9.3,,3.5
allensbach,2007-06-13,2009.0,,2009-09-27,837.0,35.0,29.2,10.5,10.3,10.3,,4.700000000000003
allensbach,2007-09-19,2009.0,,2009-09-27,739.0,38.0,26.8,10.8,9.6,11.3,,3.5
allensbach,2007-10-16,2009.0,,2009-09-27,712.0,37.7,27.1,10.0,10.0,11.5,,3.6999999999999886
allensbach,2007-11-14,2009.0,,2009-09-27,683.0,38.0,28.6,11.0,9.2,10.1,,3.0999999999999943
forsa,2009-04-22,2009.0,2001.0,2009-09-27,158.0,35.0,23.0,16.0,10.0,11.0,,5.0
forsa,2009-05-06,2009.0,2001.0,2009-09-27,144.0,35.0,25.0,16.0,9.0,10.0,,5.0
forsa,2009-05-27,2009.0,2001.0,2009-09-27,123.0,35.0,24.0,15.0,11.0,10.0,,5.0
forsa,2009-09-25,2009.0,2001.0,2009-09-27,2.0,33.0,25.0,14.0,10.0,12.0,,6.0
forsa,2006-05-10,2009.0,2002.0,2009-09-27,1236.0,39.0,29.0,9.0,9.0,9.0,,5.0
allensbach,2008-11-19,2009.0,,2009-09-27,312.0,36.1,26.6,11.2,10.800000190734863,11.3,,4.000000953674316
forsa,2007-06-05,2009.0,2002.0,2009-09-27,845.0,36.0,27.0,9.0,11.0,12.0,,5.0
forsa,2007-10-10,2009.0,2002.0,2009-09-27,718.0,39.0,24.0,9.0,9.0,13.0,,6.0
forsa,2008-05-28,2009.0,2002.0,2009-09-27,487.0,35.0,23.0,12.0,11.0,14.0,,5.0
forsa,2006-04-19,2009.0,2003.0,2009-09-27,1257.0,39.0,29.0,10.0,9.0,9.0,,4.0
forsa,2006-05-31,2009.0,2003.0,2009-09-27,1215.0,34.0,28.0,13.0,9.0,10.0,,6.0
forsa,2008-05-07,2009.0,2003.0,2009-09-27,508.0,37.0,23.0,11.0,10.0,14.0,,5.0
forsa,2007-04-11,2009.0,2004.0,2009-09-27,900.0,36.0,26.0,11.0,11.0,10.0,,6.0
forsa,2007-04-18,2009.0,2004.0,2009-09-27,893.0,37.0,26.0,12.0,10.0,10.0,,5.0
forsa,2005-10-19,2009.0,2006.0,2009-09-27,1439.0,35.0,34.0,10.0,9.0,8.0,,4.0
forsa,2007-01-10,2009.0,2007.0,2009-09-27,991.0,35.0,26.0,13.0,10.0,10.0,,6.0
forsa,2008-10-08,2009.0,2008.0,2009-09-27,354.0,33.0,27.0,13.0,9.0,13.0,,5.0
emnid,2007-01-10,2009.0,2299.0,2009-09-27,991.0,34.0,30.0,11.0,11.0,9.0,,5.0
emnid,2008-01-08,2009.0,2316.0,2009-09-27,628.0,38.0,28.0,10.0,9.0,11.0,,4.0
emnid,2006-02-23,2009.0,2320.0,2009-09-27,1312.0,40.0,30.0,9.0,8.0,9.0,,4.0
fgruppe_wahlen,2009-09-18,2009.0,1352.0,2009-09-27,9.0,36.0,25.0,13.0,10.0,11.0,,5.0
fgruppe_wahlen,2009-01-09,2009.0,1369.0,2009-09-27,261.0,40.0,26.0,11.0,8.0,10.0,,5.0
emnid,2007-05-22,2009.0,3639.0,2009-09-27,859.0,35.0,29.0,10.0,11.0,11.0,,4.0
emnid,2006-10-04,2009.0,3643.0,2009-09-27,1089.0,31.0,31.0,14.0,10.0,9.0,,5.0
emnid,2007-09-25,2009.0,4132.0,2009-09-27,733.0,35.0,28.0,11.0,10.0,12.0,,4.0
emnid,2008-09-23,2009.0,4133.0,2009-09-27,369.0,34.0,26.0,11.0,10.0,14.0,,5.0
emnid,2007-08-15,2009.0,4135.0,2009-09-27,774.0,36.0,27.0,10.0,10.0,13.0,,4.0
emnid,2007-07-18,2009.0,3657.0,2009-09-27,802.0,36.0,27.0,10.0,9.0,14.0,,4.0
emnid,2006-09-27,2009.0,3663.0,2009-09-27,1096.0,30.0,30.0,14.0,10.0,10.0,,6.0
emnid,2007-10-30,2009.0,3663.0,2009-09-27,698.0,38.0,29.0,9.0,9.0,11.0,,4.0
emnid,2008-01-22,2009.0,3664.0,2009-09-27,614.0,37.0,28.0,10.0,10.0,11.0,,4.0
emnid,2007-12-18,2009.0,5959.0,2009-09-27,649.0,38.0,29.0,9.0,10.0,11.0,,3.0
emnid,2008-05-14,2009.0,6356.0,2009-09-27,501.0,35.0,25.0,11.0,11.0,13.0,,5.0
allensbach,2005-11-23,2009.0,,2009-09-27,1404.0,35.7,32.6,10.7,8.0,8.9,,4.099999999999994
emnid,2006-02-28,2009.0,2320.0,2009-09-27,1307.0,40.0,29.0,9.0,9.0,9.0,,4.0
emnid,2006-01-17,2009.0,2322.0,2009-09-27,1349.0,38.0,29.0,10.0,9.0,10.0,,4.0
emnid,2006-01-24,2009.0,2357.0,2009-09-27,1342.0,38.0,30.0,9.0,9.0,9.0,,5.0
emnid,2006-07-12,2009.0,2487.0,2009-09-27,1173.0,34.0,29.0,12.0,10.0,10.0,,5.0
forsa,2005-11-08,2009.0,2497.0,2009-09-27,1419.0,34.0,32.0,12.0,9.0,9.0,,4.0
forsa,2006-05-17,2009.0,2497.0,2009-09-27,1229.0,38.0,27.0,11.0,9.0,10.0,,5.0
emnid,2006-08-30,2009.0,4212.0,2009-09-27,1124.0,31.0,30.0,13.0,10.0,11.0,,5.0
emnid,2007-10-16,2009.0,4589.0,2009-09-27,712.0,39.0,27.0,9.0,10.0,11.0,,4.0
emnid,2006-10-25,2009.0,4590.0,2009-09-27,1068.0,30.0,30.0,14.0,11.0,10.0,,5.0
emnid,2007-02-14,2009.0,4592.0,2009-09-27,956.0,33.0,30.0,11.0,11.0,10.0,,5.0
emnid,2006-04-12,2009.0,4595.0,2009-09-27,1264.0,38.0,30.0,10.0,9.0,9.0,,4.0
emnid,2008-08-27,2009.0,4597.0,2009-09-27,396.0,36.0,24.0,12.0,11.0,13.0,,4.0
gms,2008-02-19,2009.0,1010.0,2009-09-27,586.0,36.0,28.0,10.0,10.0,12.0,,4.0
gms,2006-02-13,2009.0,1011.0,2009-09-27,1322.0,40.0,32.0,8.0,8.0,8.0,,4.0
gms,2006-04-21,2009.0,1011.0,2009-09-27,1255.0,38.0,33.0,8.0,9.0,8.0,,4.0
emnid,2008-04-23,2009.0,4988.0,2009-09-27,522.0,37.0,26.0,11.0,10.0,13.0,,3.0
gms,2008-03-28,2009.0,1011.0,2009-09-27,548.0,38.0,28.0,11.0,9.0,12.0,,2.0
emnid,2006-12-20,2009.0,5034.0,2009-09-27,1012.0,33.0,29.0,12.0,11.0,10.0,,5.0
emnid,2007-10-01,2009.0,5046.0,2009-09-27,727.0,37.0,27.0,9.0,11.0,12.0,,4.0
emnid,2007-06-06,2009.0,5047.0,2009-09-27,844.0,34.0,29.0,10.0,11.0,12.0,,4.0
emnid,2006-09-19,2009.0,5058.0,2009-09-27,1104.0,30.0,30.0,13.0,10.0,11.0,,6.0
emnid,2007-08-08,2009.0,5058.0,2009-09-27,781.0,36.0,26.0,10.0,10.0,13.0,,5.0
emnid,2007-11-06,2009.0,5077.0,2009-09-27,691.0,37.0,30.0,10.0,9.0,10.0,,4.0
emnid,2007-01-17,2009.0,5078.0,2009-09-27,984.0,34.0,30.0,12.0,11.0,9.0,,4.0
forsa,2007-02-14,2009.0,2507.0,2009-09-27,956.0,35.0,26.0,13.0,11.0,9.0,,6.0
forsa,2009-07-22,2009.0,2507.0,2009-09-27,67.0,36.0,23.0,14.0,12.0,10.0,,5.0
forsa,2006-03-29,2009.0,2508.0,2009-09-27,1278.0,38.0,28.0,11.0,9.0,9.0,,5.0
forsa,2007-03-28,2009.0,2508.0,2009-09-27,914.0,35.0,26.0,12.0,12.0,9.0,,6.0
forsa,2006-11-01,2009.0,2509.0,2009-09-27,1061.0,28.0,29.0,15.0,11.0,11.0,,6.0
forsa,2006-12-06,2009.0,2509.0,2009-09-27,1026.0,33.0,26.0,13.0,11.0,11.0,,6.0
emnid,2007-05-29,2009.0,5544.0,2009-09-27,852.0,34.0,30.0,10.0,11.0,11.0,,4.0
emnid,2007-05-15,2009.0,3689.0,2009-09-27,866.0,35.0,29.0,11.0,11.0,10.0,,4.0
emnid,2008-08-13,2009.0,3690.0,2009-09-27,410.0,36.0,24.0,11.0,11.0,14.0,,4.0
emnid,2008-08-06,2009.0,3703.0,2009-09-27,417.0,35.0,25.0,12.0,10.0,14.0,,4.0
emnid,2006-08-09,2009.0,3707.0,2009-09-27,1145.0,32.0,29.0,13.0,10.0,10.0,,6.0
emnid,2008-05-27,2009.0,3797.0,2009-09-27,488.0,34.0,26.0,11.0,10.0,14.0,,5.0
fgruppe_wahlen,2007-10-05,2009.0,1329.0,2009-09-27,723.0,41.0,30.0,7.0,8.0,10.0,,4.0
fgruppe_wahlen,2009-09-04,2009.0,1332.0,2009-09-27,23.0,37.0,23.0,15.0,11.0,10.0,,4.0
fgruppe_wahlen,2009-09-11,2009.0,1336.0,2009-09-27,16.0,36.0,23.0,14.0,11.0,11.0,,5.0
fgruppe_wahlen,2009-08-28,2009.0,1338.0,2009-09-27,30.0,37.0,23.0,14.0,12.0,9.0,,5.0
fgruppe_wahlen,2005-09-23,2009.0,1345.0,2009-09-27,1465.0,37.0,35.0,8.0,8.0,8.0,,4.0
emnid,2008-03-02,2009.0,1348.0,2009-09-27,574.0,36.0,27.0,10.0,9.0,14.0,,4.0
emnid,2007-10-10,2009.0,4130.0,2009-09-27,718.0,38.0,28.0,9.0,10.0,11.0,,4.0
emnid,2007-12-11,2009.0,4130.0,2009-09-27,656.0,38.0,29.0,8.0,9.0,12.0,,4.0
forsa,2009-04-07,2009.0,2501.0,2009-09-27,173.0,36.0,24.0,16.0,10.0,10.0,,4.0
forsa,2009-04-01,2009.0,2505.0,2009-09-27,179.0,34.0,25.0,17.0,10.0,10.0,,4.0
forsa,2009-03-25,2009.0,2504.0,2009-09-27,186.0,34.0,24.0,16.0,10.0,11.0,,5.0
forsa,2009-03-18,2009.0,2501.0,2009-09-27,193.0,33.0,24.0,17.0,10.0,11.0,,5.0
forsa,2009-03-11,2009.0,2500.0,2009-09-27,200.0,34.0,25.0,17.0,9.0,11.0,,4.0
forsa,2009-03-04,2009.0,2503.0,2009-09-27,207.0,33.0,24.0,17.0,11.0,11.0,,4.0
forsa,2009-02-25,2009.0,2506.0,2009-09-27,214.0,34.0,23.0,18.0,10.0,11.0,,4.0
forsa,2009-02-18,2009.0,2502.0,2009-09-27,221.0,34.0,22.0,18.0,10.0,12.0,,4.0
forsa,2009-02-11,2009.0,2500.0,2009-09-27,228.0,34.0,23.0,18.0,10.0,11.0,,4.0
gms,2006-02-24,2009.0,1004.0,2009-09-27,1311.0,40.0,31.0,9.0,8.0,8.0,,4.0
gms,2006-07-20,2009.0,1004.0,2009-09-27,1165.0,35.0,30.0,12.0,8.0,9.0,,6.0
gms,2007-08-30,2009.0,1004.0,2009-09-27,759.0,38.0,29.0,9.0,9.0,11.0,,4.0
gms,2007-10-30,2009.0,1004.0,2009-09-27,698.0,41.0,29.0,8.0,9.0,9.0,,4.0
gms,2007-11-27,2009.0,1004.0,2009-09-27,670.0,39.0,29.0,9.0,9.0,11.0,,3.0
gms,2009-01-23,2009.0,1004.0,2009-09-27,247.0,37.0,26.0,12.0,11.0,10.0,,4.0
gms,2009-04-09,2009.0,1004.0,2009-09-27,171.0,36.0,26.0,16.0,10.0,8.0,,4.0
gms,2006-01-23,2009.0,1005.0,2009-09-27,1343.0,38.0,31.0,11.0,8.0,9.0,,3.0
allensbach,2009-02-24,2009.0,2000.0,2009-09-27,215.0,35.599998474121094,24.7,14.8,11.0,10.800000190734863,,3.1000003814697266
emnid,2005-09-22,2009.0,2000.0,2009-09-27,1466.0,36.0,33.0,10.0,8.0,10.0,,3.0
allensbach,2008-01-22,2009.0,,2009-09-27,614.0,37.0,29.0,11.1,9.3,9.8,,3.799999999999997
forsa,2007-05-23,2009.0,2002.0,2009-09-27,858.0,38.0,27.0,10.0,10.0,10.0,,5.0
gms,2007-04-23,2009.0,1005.0,2009-09-27,888.0,36.0,29.0,12.0,9.0,10.0,,4.0
gms,2007-07-30,2009.0,1005.0,2009-09-27,790.0,39.0,27.0,9.0,10.0,11.0,,4.0
gms,2007-09-25,2009.0,1005.0,2009-09-27,733.0,39.0,28.0,9.0,9.0,11.0,,4.0
gms,2006-09-22,2009.0,1006.0,2009-09-27,1101.0,31.0,29.0,14.0,12.0,9.0,,5.0
gms,2006-10-20,2009.0,1006.0,2009-09-27,1073.0,31.0,31.0,14.0,10.0,9.0,,5.0
gms,2007-05-25,2009.0,1006.0,2009-09-27,856.0,36.0,29.0,10.0,10.0,11.0,,4.0
gms,2008-01-22,2009.0,1006.0,2009-09-27,614.0,39.0,29.0,9.0,10.0,10.0,,3.0
gms,2008-04-23,2009.0,1006.0,2009-09-27,522.0,39.0,27.0,9.0,11.0,11.0,,3.0
emnid,2008-01-16,2009.0,3655.0,2009-09-27,620.0,38.0,28.0,9.0,10.0,11.0,,4.0
emnid,2008-02-19,2009.0,3684.0,2009-09-27,586.0,36.0,28.0,11.0,9.0,12.0,,4.0
forsa,2008-05-20,2009.0,2001.0,2009-09-27,495.0,36.0,23.0,12.0,11.0,13.0,,5.0
emnid,2005-11-29,2009.0,4400.0,2009-09-27,1398.0,34.0,32.0,10.0,9.0,11.0,,4.0
emnid,2008-04-15,2009.0,4529.0,2009-09-27,530.0,37.0,26.0,10.0,10.0,13.0,,4.0
emnid,2008-05-21,2009.0,4557.0,2009-09-27,494.0,34.0,25.0,12.0,10.0,15.0,,4.0
emnid,2006-06-14,2009.0,4567.0,2009-09-27,1201.0,35.0,30.0,11.0,9.0,10.0,,5.0
emnid,2008-06-03,2009.0,4574.0,2009-09-27,481.0,35.0,25.0,12.0,10.0,14.0,,4.0
emnid,2006-12-13,2009.0,4583.0,2009-09-27,1019.0,34.0,30.0,10.0,10.0,11.0,,5.0
emnid,2006-08-23,2009.0,4585.0,2009-09-27,1131.0,32.0,29.0,13.0,10.0,10.0,,6.0
emnid,2008-09-11,2009.0,4585.0,2009-09-27,381.0,36.0,26.0,11.0,10.0,13.0,,4.0
emnid,2007-08-28,2009.0,4587.0,2009-09-27,761.0,36.0,29.0,10.0,9.0,12.0,,4.0
forsa,2009-06-09,2009.0,2008.0,2009-09-27,110.0,36.0,24.0,14.0,11.0,10.0,,5.0
emnid,2006-01-09,2009.0,2026.0,2009-09-27,1357.0,39.0,31.0,9.0,9.0,8.0,,4.0
allensbach,2006-02-22,2009.0,2046.0,2009-09-27,1313.0,37.2,31.9,9.8,7.9,9.4,,3.799999999999997
allensbach,2005-12-21,2009.0,2052.0,2009-09-27,1376.0,36.3,32.6,10.3,8.2,9.1,,3.5
allensbach,2006-03-15,2009.0,2065.0,2009-09-27,1292.0,38.3,30.3,11.0,8.1,9.4,,2.9000000000000057
forsa,2008-05-14,2009.0,2500.0,2009-09-27,501.0,36.0,24.0,12.0,11.0,12.0,,5.0
forsa,2008-06-25,2009.0,2500.0,2009-09-27,459.0,36.0,22.0,13.0,9.0,15.0,,5.0
forsa,2008-07-02,2009.0,2500.0,2009-09-27,452.0,35.0,22.0,14.0,10.0,14.0,,5.0
forsa,2008-08-06,2009.0,2500.0,2009-09-27,417.0,38.0,22.0,11.0,10.0,14.0,,5.0
emnid,2007-03-20,2009.0,4634.0,2009-09-27,922.0,36.0,29.0,10.0,11.0,9.0,,5.0
emnid,2008-03-04,2009.0,4644.0,2009-09-27,572.0,37.0,28.0,9.0,9.0,14.0,,3.0
forsa,2008-11-26,2009.0,2500.0,2009-09-27,305.0,38.0,23.0,11.0,11.0,12.0,,5.0
forsa,2009-01-21,2009.0,2500.0,2009-09-27,249.0,36.0,24.0,14.0,9.0,11.0,,6.0
emnid,2007-09-04,2009.0,5024.0,2009-09-27,754.0,37.0,28.0,9.0,9.0,12.0,,5.0
forsa,2007-04-03,2009.0,2505.0,2009-09-27,908.0,35.0,28.0,11.0,10.0,10.0,,6.0
forsa,2008-12-03,2009.0,2505.0,2009-09-27,298.0,38.0,23.0,12.0,10.0,12.0,,5.0
forsa,2005-11-15,2009.0,2506.0,2009-09-27,1412.0,32.0,33.0,12.0,9.0,9.0,,5.0
forsa,2005-12-07,2009.0,2506.0,2009-09-27,1390.0,34.0,33.0,11.0,9.0,9.0,,4.0
forsa,2006-07-05,2009.0,2506.0,2009-09-27,1180.0,33.0,28.0,13.0,10.0,10.0,,6.0
forsa,2009-08-19,2009.0,2506.0,2009-09-27,39.0,37.0,22.0,13.0,12.0,11.0,,5.0
forsa,2005-11-02,2009.0,2499.0,2009-09-27,1425.0,35.0,34.0,11.0,8.0,8.0,,4.0
forsa,2006-04-11,2009.0,2499.0,2009-09-27,1265.0,39.0,28.0,10.0,10.0,9.0,,4.0
forsa,2006-05-03,2009.0,2499.0,2009-09-27,1243.0,39.0,29.0,9.0,10.0,8.0,,5.0
forsa,2006-05-23,2009.0,2499.0,2009-09-27,1223.0,35.0,28.0,13.0,9.0,10.0,,5.0
forsa,2006-07-19,2009.0,2499.0,2009-09-27,1166.0,33.0,28.0,14.0,10.0,10.0,,5.0
forsa,2006-09-06,2009.0,2499.0,2009-09-27,1117.0,30.0,29.0,14.0,10.0,11.0,,6.0
forsa,2006-09-25,2009.0,2499.0,2009-09-27,1098.0,29.0,30.0,15.0,9.0,10.0,,7.0
forsa,2006-10-18,2009.0,2499.0,2009-09-27,1075.0,30.0,32.0,14.0,10.0,9.0,,5.0
emnid,2007-06-26,2009.0,2759.0,2009-09-27,824.0,36.0,27.0,10.0,10.0,14.0,,3.0
forsa,2009-09-16,2009.0,2506.0,2009-09-27,11.0,,22.0,13.0,,,,
forsa,2009-09-09,2009.0,2504.0,2009-09-27,18.0,35.0,21.0,14.0,10.0,14.0,,6.0
forsa,2009-09-02,2009.0,2502.0,2009-09-27,25.0,36.0,22.0,14.0,12.0,10.0,,6.0
forsa,2009-08-26,2009.0,2504.0,2009-09-27,32.0,37.0,22.0,13.0,12.0,10.0,,6.0
forsa,2009-08-12,2009.0,2501.0,2009-09-27,46.0,38.0,21.0,13.0,12.0,11.0,,5.0
forsa,2009-08-05,2009.0,2502.0,2009-09-27,53.0,37.0,20.0,14.0,13.0,11.0,,5.0
forsa,2009-07-29,2009.0,2502.0,2009-09-27,60.0,38.0,23.0,13.0,12.0,9.0,,5.0
forsa,2009-07-08,2009.0,2504.0,2009-09-27,81.0,37.0,21.0,15.0,13.0,9.0,,5.0
forsa,2009-07-01,2009.0,2500.0,2009-09-27,88.0,36.0,21.0,15.0,12.0,11.0,,5.0
forsa,2009-06-24,2009.0,2503.0,2009-09-27,95.0,36.0,22.0,15.0,12.0,10.0,,5.0
forsa,2009-06-17,2009.0,2501.0,2009-09-27,102.0,35.0,21.0,15.0,13.0,11.0,,5.0
forsa,2009-06-03,2009.0,2502.0,2009-09-27,116.0,35.0,24.0,15.0,11.0,10.0,,5.0
forsa,2009-05-19,2009.0,2502.0,2009-09-27,131.0,36.0,24.0,14.0,11.0,10.0,,5.0
forsa,2009-05-13,2009.0,2501.0,2009-09-27,137.0,36.0,26.0,14.0,9.0,10.0,,5.0
forsa,2009-04-29,2009.0,2501.0,2009-09-27,151.0,36.0,25.0,15.0,9.0,9.0,,6.0
forsa,2008-07-09,2009.0,2502.0,2009-09-27,445.0,36.0,22.0,13.0,10.0,13.0,,6.0
forsa,2008-07-16,2009.0,2502.0,2009-09-27,438.0,36.0,23.0,13.0,10.0,13.0,,5.0
forsa,2008-07-30,2009.0,2502.0,2009-09-27,424.0,38.0,21.0,12.0,10.0,14.0,,5.0
forsa,2008-09-03,2009.0,2502.0,2009-09-27,389.0,37.0,21.0,13.0,10.0,14.0,,5.0
forsa,2008-12-16,2009.0,2502.0,2009-09-27,285.0,37.0,24.0,13.0,10.0,11.0,,5.0
forsa,2009-01-14,2009.0,2502.0,2009-09-27,256.0,36.0,25.0,13.0,9.0,11.0,,6.0
forsa,2006-08-09,2009.0,2503.0,2009-09-27,1145.0,32.0,29.0,13.0,10.0,10.0,,6.0
forsa,2009-01-28,2009.0,2503.0,2009-09-27,242.0,35.0,22.0,16.0,10.0,12.0,,5.0
forsa,2009-09-23,2009.0,2503.0,2009-09-27,4.0,35.0,26.0,13.0,11.0,10.0,,5.0
forsa,2006-04-05,2009.0,2504.0,2009-09-27,1271.0,39.0,27.0,10.0,10.0,9.0,,5.0
forsa,2006-11-29,2009.0,2504.0,2009-09-27,1033.0,32.0,28.0,12.0,11.0,11.0,,6.0
forsa,2007-02-21,2009.0,2504.0,2009-09-27,949.0,34.0,26.0,12.0,12.0,10.0,,6.0
gms,2009-04-08,2009.0,1004.0,2009-09-27,172.0,36.0,26.0,16.0,10.0,8.0,,4.0
forsa,2008-12-10,2009.0,2501.0,2009-09-27,291.0,38.0,23.0,12.0,11.0,11.0,,5.0
forsa,2009-02-04,2009.0,2501.0,2009-09-27,235.0,34.0,23.0,16.0,11.0,11.0,,5.0
forsa,2009-07-15,2009.0,2501.0,2009-09-27,74.0,36.0,23.0,14.0,12.0,10.0,,5.0
forsa,2005-10-26,2009.0,2502.0,2009-09-27,1432.0,36.0,33.0,10.0,9.0,9.0,,3.0
forsa,2005-11-23,2009.0,2502.0,2009-09-27,1404.0,33.0,33.0,12.0,8.0,10.0,,4.0
forsa,2005-12-14,2009.0,2502.0,2009-09-27,1383.0,36.0,31.0,12.0,8.0,9.0,,4.0
forsa,2006-01-11,2009.0,2502.0,2009-09-27,1355.0,37.0,31.0,11.0,8.0,8.0,,5.0
forsa,2006-03-08,2009.0,2502.0,2009-09-27,1299.0,41.0,27.0,10.0,9.0,8.0,,5.0
forsa,2006-06-28,2009.0,2502.0,2009-09-27,1187.0,33.0,30.0,13.0,9.0,10.0,,5.0
forsa,2006-10-04,2009.0,2502.0,2009-09-27,1089.0,29.0,30.0,15.0,10.0,10.0,,6.0
forsa,2006-11-22,2009.0,2502.0,2009-09-27,1040.0,29.0,29.0,15.0,11.0,10.0,,6.0
forsa,2007-02-28,2009.0,2502.0,2009-09-27,942.0,33.0,29.0,12.0,11.0,9.0,,6.0
forsa,2007-03-07,2009.0,2502.0,2009-09-27,935.0,35.0,25.0,13.0,11.0,10.0,,6.0
forsa,2007-08-08,2009.0,2502.0,2009-09-27,781.0,36.0,25.0,11.0,9.0,13.0,,6.0
forsa,2007-08-15,2009.0,2502.0,2009-09-27,774.0,38.0,24.0,10.0,10.0,13.0,,5.0
forsa,2007-09-26,2009.0,2502.0,2009-09-27,732.0,39.0,26.0,9.0,10.0,11.0,,5.0
forsa,2007-10-17,2009.0,2502.0,2009-09-27,711.0,40.0,25.0,9.0,10.0,11.0,,5.0
forsa,2007-10-24,2009.0,2502.0,2009-09-27,704.0,39.0,26.0,10.0,9.0,11.0,,5.0
forsa,2007-11-07,2009.0,2502.0,2009-09-27,690.0,40.0,26.0,8.0,10.0,11.0,,5.0
forsa,2008-01-30,2009.0,2502.0,2009-09-27,606.0,39.0,27.0,9.0,8.0,12.0,,5.0
forsa,2008-02-02,2009.0,2502.0,2009-09-27,603.0,35.0,25.0,11.0,10.0,14.0,,5.0
forsa,2008-11-19,2009.0,2500.0,2009-09-27,312.0,36.0,23.0,13.0,10.0,12.0,,6.0
forsa,2008-11-12,2009.0,2501.0,2009-09-27,319.0,37.0,23.0,12.0,9.0,13.0,,6.0
forsa,2008-11-05,2009.0,2501.0,2009-09-27,326.0,36.0,26.0,12.0,7.0,13.0,,6.0
forsa,2008-10-22,2009.0,2501.0,2009-09-27,340.0,37.0,24.0,12.0,9.0,13.0,,5.0
forsa,2008-10-01,2009.0,2501.0,2009-09-27,361.0,37.0,26.0,11.0,8.0,13.0,,5.0
forsa,2008-09-17,2009.0,2500.0,2009-09-27,375.0,38.0,25.0,10.0,8.0,14.0,,5.0
